?item	?membership	?term	?constituency	?party	?start	?election	?end	?cause	?event
Q16204163	Q60576888		Q60576116						
Q16204163	Q60576892		Q60576116						
Q16204163	Q60576889		Q60576116						
Q16204163	Q60576883		Q60576116						
Q16204205	Q56285398		Q60576149						
Q16204477	Q56285355		Q60576149						
Q16204477	Q60581105		Q60576149						
Q16204477	Q60581123		Q60576149						
Q16204477	Q60581110		Q60576149						
Q16204477	Q60581114		Q60576149						
Q16204560	Q60576885		Q60576067						
Q16204560	Q60576883		Q60576101						
Q16204630	Q60576881		Q60576116						
Q16204664	Q60576692		Q60576119						
Q16204664	Q60576869		Q60576119						
Q16204664	Q60576685		Q60576127						
Q16204677	Q60581118		Q60576034						
Q16204677	Q60581114		Q60576034						
Q16204677	Q60581067		Q60576034						
Q16204677	Q60576867		Q60576062						
Q16204677	Q60576698		Q60576062						
Q16204677	Q60576668		Q60576062						
Q16204677	Q60581063		Q60576068						
Q16204677	Q60581123		Q60576068						
Q16205036	Q56285355		Q60576079						
Q16205036	Q60576668		Q60576079						
Q16205036	Q60581105		Q60576079						
Q16205036	Q60581118		Q60576079						
Q16205036	Q60581067		Q60576079						
Q16205086	Q60576685		Q60576077						
Q16205086	Q60581118		Q60576077						
Q16205324	Q60576888		Q60576119						
Q16205324	Q60576903		Q60576119						
Q16205324	Q60576904		Q60576119						
Q16205324	Q60576905		Q60576119						
Q16205324	Q60576906		Q60576119						
Q16205560	Q60576899		Q60576043						
Q16205560	Q60576895		Q60576058						
Q16205560	Q60576889		Q60576058						
Q16205739	Q60576872		Q60578257						
Q16205898	Q60576883		Q60576167						
Q16205898	Q60576882		Q60576167						
Q16205898	Q60576895		Q60576167						
Q16206010	Q60576891		Q60578257						
Q16206010	Q60576881		Q60578257						
Q16206010	Q60576889		Q60578257						
Q16206010	Q60576902		Q60578257						
Q16206027	Q56285398		Q60576119						
Q16206047	Q56285398		Q60576115						
Q16206047	Q60581123		Q60576115						
Q16206047	Q60581058		Q60576115						
Q16206047	Q60581063		Q60576115						
Q16206099	Q60581081		Q60576085						
Q16206099	Q60581081		Q60576110						
Q16206099	Q60581105		Q60576110						
Q16206099	Q60580778		Q60576110						
Q16206099	Q60581058		Q60576110						
Q16206099	Q60581067		Q60576110						
Q16206099	Q56285388		Q60576170						
Q16206099	Q60581097		Q60576170						
Q16206099	Q60581105		Q60576170						
Q16206099	Q60581118		Q60576170						
Q16206099	Q60581123		Q60576170						
Q16206668	Q60576895		Q60576119						
Q16206668	Q60576892		Q60576119						
Q16206668	Q60576902		Q60576119						
Q16206668	Q60576899		Q60576119						
Q16206668	Q60576915		Q60576119						
Q16206826	Q60576891		Q60576116						
Q16206826	Q60576895		Q60576116						
Q16206826	Q60576903		Q60576116						
Q16210468	Q60576668		Q60578257						
Q16210468	Q60581110		Q60578257						
Q16210468	Q60581118		Q60578257						
Q16210468	Q60581058		Q60578257						
Q16210468	Q60580767		Q60578257						
Q16210918	Q60576894		Q60576019						
Q16210918	Q60576890		Q60576079						
Q16211288	Q60576698		Q60576115						
Q16211288	Q60576867		Q60576115						
Q16211304	Q60576891		Q60576167						
Q16212997	Q60576891		Q60578257						
Q16213060	Q60576884		Q60576116						
Q16213060	Q60576891		Q60576116						
Q16213060	Q60576893		Q60576116						
Q16213060	Q60576889		Q60576116						
Q16213060	Q60576895		Q60576116						
Q16213060	Q60576892		Q60576116						
Q16213060	Q60576898		Q60576116						
Q16213060	Q60576901		Q60576116						
Q16213119	Q60576866		Q60576103						
Q16213262	Q56285398		Q60576085						
Q16213262	Q60581063		Q60576085						
Q16213262	Q56285398		Q60576119						
Q16213262	Q56285388		Q60576119						
Q16213262	Q60581118		Q60576119						
Q16213262	Q60580778		Q60576119						
Q16213262	Q60581063		Q60576119						
Q16213262	Q60581081		Q60576166						
Q16224323	Q60576889		Q60578257						
Q16225585	Q56285388		Q60576116						
Q16225585	Q60581114		Q60576116						
Q16225608	Q60576866		Q60576103						
Q16225822	Q56285388		Q60576063						
Q16225822	Q60581070		Q60576063						
Q16225822	Q60581123		Q60576063						
Q16225822	Q60581118		Q60576063						
Q16225822	Q60581114		Q60576063						
Q16225822	Q60576668		Q60576116						
Q16225822	Q60581058		Q60576116						
Q16225822	Q60581067		Q60576116						
Q16225822	Q60580747		Q60576116						
Q16225822	Q60580741		Q60576116						
Q16225822	Q60580743		Q60576116						
Q16225822	Q60580757		Q60576116						
Q16225822	Q60580763		Q60576116						
Q16225822	Q60580767		Q60576116						
Q16226439	Q60576894		Q60576019						
Q16226439	Q60576891		Q60576079						
Q16226439	Q60576903		Q60578260						
Q16226439	Q60576898		Q60578268						
Q16226615	Q56285388		Q60576071						
Q16226615	Q60576698		Q60576071						
Q16227046	Q56285398		Q60576092						
Q16227046	Q56285388		Q60576092						
Q16227046	Q60581081		Q60576092						
Q16227172	Q56285388		Q60576170						
Q16227172	Q60581097		Q60576170						
Q16227172	Q60581081		Q60576170						
Q16227172	Q60581067		Q60576170						
Q16227172	Q60581105		Q60576170						
Q16227537	Q60576869		Q60576079						
Q16227630	Q60576865		Q60576103						
Q16227630	Q60581070		Q60576103						
Q16227865	Q60576867		Q60576103						
Q16227911	Q56285355		Q60578266						
Q16227911	Q56285388		Q60578266						
Q16228053	Q60576668		Q60576079						
Q16228053	Q60581097		Q60576079						
Q16228053	Q60581089		Q60576079						
Q16228053	Q60581110		Q60576079						
Q16228053	Q60581123		Q60576079						
Q16228053	Q60581118		Q60576079						
Q16228065	Q56285355		Q60576116						
Q16228065	Q56285398		Q60576116						
Q16228065	Q60576867		Q60576116						
Q16228065	Q60581118		Q60576116						
Q16228067	Q56285388		Q60576116						
Q16228067	Q60580772		Q60576116						
Q16228067	Q60581114		Q60576116						
Q16228069	Q56285398		Q60576116						
Q16228360	Q56285398		Q60576170						
Q16228402	Q56285355		Q60576103						
Q16228402	Q60576668		Q60576103						
Q16228402	Q60576685		Q60576103						
Q16228402	Q60576692		Q60576103						
Q16228402	Q60576865		Q60576103						
Q16228402	Q60581097		Q60576103						
Q16228402	Q60581081		Q60576103						
Q16228402	Q60581089		Q60576103						
Q16228402	Q60581110		Q60576103						
Q16228402	Q60581123		Q60576103						
Q16228402	Q60581058		Q60576103						
Q16228402	Q60581118		Q60576103						
Q16228402	Q60581067		Q60576103						
Q16228402	Q60581063		Q60576114						
Q16228408	Q60576892		Q60576119						
Q16228502	Q60576869		Q60576079						
Q16228502	Q60581097		Q60576079						
Q16228502	Q60581089		Q60576079						
Q16228502	Q60581110		Q60576079						
Q16228502	Q60581123		Q60576079						
Q16228502	Q60581114		Q60576079						
Q16228502	Q60581105		Q60576079						
Q16228568	Q60576894		Q60576116						
Q16228568	Q60576893		Q60576116						
Q16228568	Q60576890		Q60576116						
Q16228568	Q60576898		Q60576116						
Q16228568	Q60576901		Q60576116						
Q16228568	Q60576900		Q60576116						
Q16228568	Q60576906		Q60576116						
Q16228677	Q60576890		Q60576062						
Q16228696	Q56285355		Q60576166						
Q16228778	Q56285398		Q60576088						
Q16228778	Q56285388		Q60576088						
Q16228778	Q56285355		Q60576088						
Q16228778	Q60581081		Q60576088						
Q16228778	Q60580778		Q60576088						
Q16228778	Q60581058		Q60576088						
Q16228778	Q60581118		Q60576088						
Q16228778	Q60581067		Q60576088						
Q16228778	Q60580767		Q60576088						
Q16228778	Q60581123		Q60576088						
Q16228853	Q56285355		Q60576166						
Q16228853	Q60581063		Q60576166						
Q16228867	Q56285355		Q60578266						
Q16228867	Q60581097		Q60578266						
Q16228867	Q60581089		Q60578266						
Q16228867	Q60581110		Q60578266						
Q16228867	Q60581118		Q60578266						
Q16228867	Q60581105		Q60578266						
Q16228867	Q60580767		Q60578266						
Q16228867	Q60581123		Q60578266						
Q16228925	Q56285398		Q60576115						
Q16228963	Q56285355		Q60576092						
Q16228963	Q60576668		Q60576092						
Q16228963	Q60576692		Q60576092						
Q16228963	Q60581118		Q60576092						
Q16228963	Q60581123		Q60576092						
Q16239203	Q56285355		Q60576119						
Q16239203	Q60576881		Q60576119						
Q16239203	Q60576698		Q60576119						
Q16239203	Q60581081		Q60576119						
Q16239203	Q60581114		Q60576119						
Q16239213	Q56285398		Q60576092						
Q16239213	Q60581097		Q60576092						
Q16239255	Q56285355		Q60576094						
Q16239255	Q56285398		Q60576094						
Q16239255	Q60576685		Q60576094						
Q16239255	Q60576866		Q60576094						
Q16239269	Q60576888		Q60578257						
Q16239277	Q56285388		Q60578257						
Q16239285	Q56285388		Q60576092						
Q16239285	Q60576871		Q60576092						
Q16239307	Q60576875		Q60576119						
Q16239325	Q60576676		Q60578257						
Q16239325	Q60576692		Q60578257						
Q16239325	Q60580778		Q60578257						
Q16239325	Q60581114		Q60578257						
Q16239325	Q60581123		Q60578257						
Q16239330	Q60576870		Q60576103						
Q16239330	Q60581097		Q60576103						
Q16239330	Q60581114		Q60576103						
Q16239351	Q60576870		Q60576119						
Q16239363	Q60576881		Q60576167						
Q16239363	Q60576893		Q60576167						
Q16239363	Q60576890		Q60576167						
Q16239363	Q60576894		Q60576167						
Q16239363	Q60576898		Q60576167						
Q16239363	Q60576897		Q60576167						
Q16239366	Q56285355		Q60576149						
Q16239366	Q60581123		Q60576149						
Q16239370	Q60576884		Q60576119						
Q16239370	Q60576890		Q60576119						
Q16239376	Q56285355		Q60576116						
Q16239376	Q60576865		Q60576116						
Q16239376	Q60581123		Q60576116						
Q16239376	Q60580753		Q60576116						
Q16239415	Q60576692		Q60578257						
Q16239415	Q60576685		Q60578257						
Q16239426	Q60576874		Q60576119						
Q16239497	Q60576880		Q60576119						
Q16239546	Q60576885		Q60576068						
Q16239546	Q60576905		Q60576068						
Q16239546	Q60576899		Q60576068						
Q16239546	Q60576906		Q60576068						
Q16239546	Q60576907		Q60576068						
Q16239564	Q56285355		Q60576052						
Q16239564	Q56285398		Q60576052						
Q16239564	Q56285388		Q60576052						
Q16239564	Q60576685		Q60576052						
Q16239564	Q60581081		Q60576052						
Q16239564	Q60581089		Q60576052						
Q16239564	Q60580772		Q60576052						
Q16239564	Q60580778		Q60576052						
Q16239564	Q60581058		Q60576052						
Q16239564	Q60581114		Q60576052						
Q16239564	Q60580748		Q60576052						
Q16239564	Q60580743		Q60576052						
Q16239564	Q60580757		Q60576052						
Q16239613	Q60576892		Q60578257						
Q16239617	Q60576867		Q60576119						
Q16239617	Q60576668		Q60576119						
Q16239617	Q60576685		Q60576119						
Q16239635	Q56285398		Q60576149						
Q16239635	Q60576692		Q60576149						
Q16239689	Q60576668		Q60576119						
Q16239692	Q60576871		Q60576119						
Q16239692	Q60576883		Q60576119						
Q16239692	Q60576874		Q60576119						
Q16239692	Q60576885		Q60576119						
Q16239692	Q60576869		Q60576119						
Q16239692	Q60576886		Q60576119						
Q16239742	Q60576685		Q60576110						
Q16239742	Q56285355		Q60576119						
Q16239742	Q60576865		Q60576119						
Q16239742	Q60576692		Q60576119						
Q16239742	Q60576698		Q60576119						
Q16239742	Q60576866		Q60576119						
Q16239742	Q60576685		Q60576119						
Q16239742	Q60581123		Q60576119						
Q16239742	Q60581058		Q60576119						
Q16239742	Q60581067		Q60576119						
Q16239742	Q60580748		Q60576119						
Q16239742	Q60581123		Q60576127						
Q16239832	Q60576876		Q60576177						
Q16239836	Q60576698		Q60578257						
Q16239836	Q60576869		Q60578257						
Q16239839	Q56285355		Q60578257						
Q16239839	Q60581118		Q60578257						
Q16239842	Q60576865		Q60578257						
Q16239842	Q60576870		Q60578257						
Q16239842	Q60576867		Q60578257						
Q16239842	Q60576866		Q60578257						
Q16239856	Q60576867		Q60576056						
Q16239856	Q60576874		Q60576056						
Q16239856	Q60576869		Q60576056						
Q16239885	Q60576889		Q60576167						
Q16239931	Q60576871		Q60578257						
Q16239931	Q60576879		Q60578257						
Q16239931	Q60576885		Q60578257						
Q16239942	Q56285398		Q60576017						
Q16239942	Q56285388		Q60576017						
Q16239942	Q60581081		Q60576017						
Q16239942	Q60581110		Q60576017						
Q16239942	Q60581118		Q60576017						
Q16239957	Q60576886		Q60576087						
Q16239957	Q60576884		Q60578257						
Q16239957	Q60576895		Q60578257						
Q16239959	Q56285398		Q60576103						
Q16239971	Q60576893		Q60576033						
Q16239971	Q60576867		Q60576072						
Q16239971	Q60576875		Q60578257						
Q16239989	Q60576884		Q60578257						
Q16240230	Q60576873		Q60576119						
Q16240230	Q60576879		Q60576119						
Q16240232	Q56285388		Q60576149						
Q16240232	Q60576685		Q60576149						
Q16240232	Q60581118		Q60576149						
Q16240232	Q60581114		Q60576149						
Q16240232	Q60581105		Q60576149						
Q16240291	Q60576885		Q60576167						
Q16240312	Q60576883		Q60578257						
Q16240347	Q60581081		Q56189354						
Q16240347	Q56285355		Q60576017						
Q16820258	Q60576875		Q60576092						
Q16821267	Q60576884		Q60576069						
Q16821267	Q60576895		Q60576111						
Q16821267	Q60576894		Q60576111						
Q16821267	Q60576900		Q60576111						
Q16821267	Q60576901		Q60576111						
Q16821267	Q60576898		Q60576111						
Q16821531	Q60576885		Q60576069						
Q16821531	Q60576893		Q60576069						
Q16821531	Q60576897		Q60576069						
Q16821531	Q60576902		Q60576069						
Q16821531	Q60576869		Q60576148						
Q16821905	Q60576889		Q60576069						
Q16823052	Q56285398		Q60576063						
Q16823052	Q56285388		Q60576063						
Q16823052	Q60576866		Q60576063						
Q16823052	Q60576871		Q60576069						
Q16823052	Q60576676		Q60576074						
Q16823052	Q60576698		Q60576074						
Q16823052	Q60576874		Q60576135						
Q16823157	Q56285388		Q60576069						
Q16823157	Q60576668		Q60576135						
Q16823829	Q60576874		Q60576069						
Q16823829	Q60576884		Q60576069						
Q16823829	Q60576883		Q60576069						
Q16825035	Q60576867		Q60576092						
Q16825035	Q60576692		Q60576092						
Q16825035	Q60576685		Q60576092						
Q16825035	Q60576869		Q60576092						
Q16825035	Q60581105		Q60576092						
Q16825295	Q60576871		Q60576069						
Q16825295	Q60576874		Q60576069						
Q16825295	Q60576668		Q60576133						
Q16826518	Q56285355		Q60576069						
Q16826518	Q56285398		Q60576069						
Q16826518	Q60581063		Q60576069						
Q16826611	Q60576891		Q60576092						
Q16826611	Q60576881		Q60576092						
Q16826611	Q60576874		Q60576092						
Q16826611	Q60576885		Q60576092						
Q16826611	Q60576893		Q60576092						
Q16826611	Q60576883		Q60576092						
Q16826615	Q60576890		Q60576092						
Q16826615	Q60576897		Q60576092						
Q16826615	Q60576900		Q60576092						
Q16826615	Q60576899		Q60576092						
Q16827325	Q60576890		Q60576103						
Q16827950	Q60576881		Q60576043						
Q16827950	Q60576889		Q60576043						
Q16828257	Q56285355		Q60576051						
Q16828257	Q56285388		Q60576051						
Q16828257	Q60576668		Q60576051						
Q16828257	Q60576869		Q60576051						
Q16828257	Q60576870		Q60576051						
Q16828257	Q60576865		Q60576051						
Q16828257	Q60576692		Q60576051						
Q16828257	Q60581105		Q60576051						
Q16829684	Q60576892		Q60576135						
Q16836185	Q60576890		Q60576092						
Q16836324	Q60576885		Q60576103						
Q16836324	Q60576884		Q60576103						
Q16836324	Q60576893		Q60576103						
Q16836324	Q60576892		Q60576103						
Q16838014	Q60576891		Q60576103						
Q16838504	Q60576865		Q60576069						
Q16838504	Q60576698		Q60576069						
Q16841785	Q60576870		Q60576103						
Q16842080	Q60576881		Q60576103						
Q16842080	Q60576894		Q60576103						
Q16842941	Q60576881		Q60576092						
Q16842941	Q60576885		Q60576092						
Q16842941	Q60576893		Q60576092						
Q16842941	Q60576895		Q60576092						
Q16842941	Q60576883		Q60576092						
Q16842941	Q60576894		Q60576092						
Q16842963	Q56285388		Q60576069						
Q16842963	Q60581097		Q60576069						
Q16842963	Q60581081		Q60576069						
Q16842963	Q60581065		Q60576069						
Q16842963	Q60581089		Q60576069						
Q16842963	Q60581063		Q60576069						
Q16843245	Q56285398		Q60576069						
Q16843358	Q60576889		Q60576092						
Q16843358	Q60576904		Q60578262						
Q16843358	Q60576905		Q60578262						
Q16843358	Q60576906		Q60578262						
Q16843383	Q60576871		Q60576103						
Q16843383	Q60576883		Q60576103						
Q16843383	Q60576881		Q60576103						
Q16843383	Q60576875		Q60576103						
Q16843507	Q60576865		Q60576069						
Q16843674	Q60576873		Q60576063						
Q16843674	Q60576872		Q60576069						
Q16843674	Q60581114		Q60578262						
Q16844018	Q60576882		Q60576069						
Q16844155	Q60576884		Q60576116						
Q16844155	Q60576890		Q60576116						
Q16844155	Q60576883		Q60576116						
Q16844167	Q60576871		Q60576119						
Q16844167	Q60576875		Q60576119						
Q16844174	Q60576883		Q60576043						
Q16844174	Q60576882		Q60576043						
Q16844174	Q60576874		Q60576043						
Q16844174	Q60576876		Q60576043						
Q16844174	Q60576875		Q60576043						
Q16844174	Q60576888		Q60576058						
Q16844174	Q60576881		Q60576058						
Q16844240	Q60576882		Q60578257						
Q16844372	Q60576668		Q60576092						
Q16844372	Q60576676		Q60576092						
Q16844372	Q60576866		Q60576092						
Q16844372	Q60576869		Q60576092						
Q16844383	Q60581081		Q60576092						
Q16844383	Q60581065		Q60576092						
Q16844383	Q60581110		Q60576092						
Q16844383	Q60580778		Q60576092						
Q16844383	Q60581067		Q60576092						
Q16844383	Q56285388		Q60578262						
Q16844383	Q60576676		Q60578262						
Q16844383	Q60581118		Q60578262						
Q16844436	Q56285388		Q60576103						
Q16844436	Q60576884		Q60576103						
Q16844436	Q60576869		Q60576103						
Q16844636	Q60576873		Q60576119						
Q16844744	Q60576888		Q60576092						
Q16844903	Q60581123		Q60576087						
Q16844903	Q56285355		Q60578257						
Q16844903	Q60581081		Q60578257						
Q16844903	Q60581089		Q60578257						
Q16844903	Q60580763		Q60578257						
Q16844995	Q56285398		Q60578257						
Q16845020	Q56285355		Q60576103						
Q16845020	Q60576668		Q60576103						
Q16845020	Q56285388		Q60576103						
Q16845020	Q60576685		Q60576103						
Q16845020	Q60576692		Q60576103						
Q16845020	Q60576867		Q60576103						
Q16845020	Q60576869		Q60576103						
Q16845146	Q56285388		Q60576149						
Q16845146	Q60576698		Q60578260						
Q16845158	Q60576890		Q60576069						
Q16845431	Q60576888		Q60578257						
Q16845431	Q60576879		Q60578257						
Q16845431	Q60576893		Q60578257						
Q16845431	Q60576894		Q60578257						
Q16845431	Q60576898		Q60578257						
Q16845431	Q60576883		Q60578257						
Q16845431	Q60576892		Q60578257						
Q16845475	Q60576881		Q60576119						
Q16845475	Q60576884		Q60576119						
Q16845475	Q60576889		Q60576119						
Q16845475	Q60576886		Q60576119						
Q16845487	Q60576692		Q60576116						
Q16845487	Q60576866		Q60576116						
Q16845518	Q56285388		Q60576159						
Q16845518	Q60576869		Q60576159						
Q16845591	Q60576676		Q60576051						
Q16845591	Q60580748		Q60576110						
Q16845591	Q60580763		Q60576110						
Q16845591	Q60580767		Q60576110						
Q16845591	Q60580744		Q60576119						
Q16845591	Q60580747		Q60576119						
Q16845591	Q60580751		Q60576119						
Q16845591	Q60580741		Q60576119						
Q16845616	Q60576871		Q60578257						
Q16845660	Q60576685		Q60576092						
Q16845780	Q60576876		Q60576119						
Q16845791	Q60581081		Q60576085						
Q16845791	Q56285388		Q60576119						
Q16845791	Q60576872		Q60576119						
Q16845791	Q60581089		Q60576119						
Q16845791	Q60580778		Q60576127						
Q16845791	Q60581058		Q60576127						
Q16845791	Q60580763		Q60576127						
Q16845791	Q60581058		Q60576166						
Q16845791	Q60581118		Q60576166						
Q16845791	Q60581058		Q60576170						
Q16846014	Q60576698		Q60576053						
Q16846014	Q60576676		Q60576053						
Q16846014	Q60576867		Q60576053						
Q16846014	Q60576869		Q60576053						
Q16846014	Q60576875		Q60578257						
Q16846113	Q60576890		Q60576069						
Q16846322	Q56285355		Q60576017						
Q16846322	Q56285388		Q60576017						
Q16846322	Q60576685		Q60576017						
Q16846322	Q60576871		Q60576174						
Q16846322	Q60576875		Q60576174						
Q16846332	Q60576685		Q56189354						
Q16846332	Q60580763		Q56189354						
Q16846332	Q60580767		Q56189354						
Q16846332	Q60581063		Q60576177						
Q16846332	Q60581089		Q60576177						
Q16846332	Q60581110		Q60576177						
Q16846332	Q60581105		Q60576177						
Q16846546	Q60576870		Q60576119						
Q16846546	Q60581089		Q60576119						
Q16846546	Q60581114		Q60576119						
Q16846558	Q56285355		Q60576094						
Q16846558	Q60581063		Q60576094						
Q16846732	Q60576888		Q60576119						
Q16846732	Q60576889		Q60576119						
Q16846732	Q60576891		Q60576119						
Q16846732	Q60576898		Q60576119						
Q16846732	Q60576890		Q60576119						
Q16846732	Q60576882		Q60576119						
Q16846732	Q60576894		Q60576119						
Q16846732	Q60576897		Q60576119						
Q16846825	Q60576889		Q60576103						
Q16846854	Q60576891		Q60576119						
Q16846854	Q60576902		Q60576119						
Q16846854	Q60576900		Q60576119						
Q16846998	Q60576874		Q60576135						
Q16846998	Q60576869		Q60576135						
Q16846998	Q60576866		Q60578257						
Q16847113	Q60576892		Q60576167						
Q16847113	Q60576882		Q60576167						
Q16847167	Q60576871		Q60576145						
Q16847291	Q60576865		Q60576092						
Q16847291	Q60581123		Q60576092						
Q16847291	Q60581118		Q60576092						
Q16847355	Q60576869		Q60576049						
Q16847417	Q60576873		Q60578257						
Q16847417	Q60576698		Q60578265						
Q16847417	Q60576866		Q60578265						
Q16847417	Q60576685		Q60578265						
Q16847417	Q60576872		Q60578265						
Q16847417	Q60576874		Q60578265						
Q16847461	Q60576872		Q60576069						
Q16847651	Q60576889		Q60576092						
Q16847651	Q60576892		Q60576092						
Q16847651	Q60576882		Q60576092						
Q16847679	Q60576888		Q60576103						
Q16847679	Q60576883		Q60576103						
Q16847679	Q60576892		Q60576103						
Q16847771	Q60576880		Q60576119						
Q16847864	Q60576871		Q60576093						
Q16847864	Q60576874		Q60576093						
Q16847864	Q60576867		Q60576093						
Q16847864	Q60576875		Q60576093						
Q16848031	Q60576879		Q60576069						
Q16848220	Q60576871		Q60576092						
Q16848348	Q56285355		Q60576054						
Q16848348	Q60576692		Q60576054						
Q16848348	Q60576875		Q60576054						
Q16848348	Q60581097		Q60576054						
Q16848348	Q60581114		Q60576054						
Q16848348	Q60581118		Q60576054						
Q16848348	Q60581067		Q60576054						
Q16848348	Q60581105		Q60576054						
Q16848348	Q60576867		Q60578257						
Q16848361	Q60576889		Q60576167						
Q16848361	Q60576888		Q60576167						
Q16848460	Q60576885		Q60576119						
