?item	?membership	?term	?constituency	?party	?start	?election	?end	?cause	?event
Q22336887	Q60585635		Q60576109						
Q22336887	Q60585646		Q60576109						
Q22336890	Q60585635		Q60576109						
Q22336890	Q60585646		Q60576109						
Q22336890	Q60585652		Q60576109						
Q22336906	Q60585685		Q60576037						
Q22336906	Q60585661		Q60576046						
Q22336926	Q60585857		Q60576216						
Q22336928	Q60585632		Q60576109						
Q22338244	Q60585766		Q60576067						
Q22338244	Q60585670		Q60576067						
Q22338244	Q60585811		Q60576067						
Q22338244	Q60585908		Q60576101						
Q22338244	Q60585665		Q60576126						
Q22338244	Q60585685		Q60576126						
Q22338244	Q60585727		Q60576126						
Q22338244	Q60585668		Q60576126						
Q22338244	Q60585962		Q60576132						
Q22998051	Q60585685		Q60576084						
Q22998051	Q60585908		Q60576084						
Q22998054	Q60585668		Q60576235						
Q22998054	Q60585962		Q60576235						
Q22998054	Q60585811		Q60576246						
Q23015649	Q60585654		Q60576127						
Q23140516	Q60585654		Q60576149						
Q23147893	Q60585664		Q60576191						
Q23150191	Q60585668		Q60576198						
Q23150794	Q60585857		Q60576056						
Q23418876	Q60585857		Q60576079						
Q23418876	Q60585727		Q60576123						
Q23461697	Q60585962		Q60576126						
Q23461697	Q60585727		Q60576181						
Q23582397	Q60585857		Q60576094						
Q23582397	Q60585685		Q60576123						
Q23582397	Q60585766		Q60576244						
Q23617575	Q60585665		Q60576119						
Q23617575	Q60585857		Q60576119						
Q23617575	Q60585766		Q60576119						
Q23617708	Q60585766		Q60576123						
Q23621876	Q60585685		Q60576123						
Q23758156	Q60585661		Q60576119						
Q23758156	Q60585668		Q60576119						
Q23758158	Q60585661		Q60576141						
Q23758158	Q60585664		Q60576141						
Q23758191	Q60585656		Q60576017						
Q23758191	Q60585654		Q60576017						
Q23758193	Q60585665		Q60576176						
Q23758193	Q60585727		Q60576176						
Q23758309	Q60585668		Q60576067						
Q23758319	Q60585685		Q60576119						
Q23758319	Q60585727		Q60576119						
Q23758319	Q60585661		Q60576170						
Q23758319	Q60585665		Q60576170						
Q23822714	Q60585656		Q60576046						
Q23822714	Q60585664		Q60576046						
Q23822714	Q60585654		Q60576046						
Q2388526	Q60585766		Q60595458						
Q2388526	Q60585727		Q60595458						
Q24174846	Q60585661		Q60576039						
Q24174846	Q60585908		Q60576039						
Q24195995	Q60585857		Q60576010						
Q24238755	Q60585670		Q60576180						
Q24238755	Q60585908		Q60576180						
Q24238755	Q60585665		Q60578270						
Q24238757	Q60585766		Q60576127						
Q24238757	Q60586012		Q60576127						
Q24238757	Q60585811		Q60576127						
Q24238757	Q60585962		Q60576127						
Q24238757	Q60586066		Q60576127						
Q24238760	Q60585668		Q60576071						
Q24238760	Q60585908		Q60576071						
Q24238760	Q60585766		Q60576171						
Q24238760	Q60586012		Q60576171						
Q24238760	Q60585962		Q60576171						
Q24238800	Q60585665		Q60576067						
Q24238800	Q60585908		Q60576067						
Q24238800	Q60585962		Q60576067						
Q24238800	Q60585811		Q60576067						
Q24238800	Q60586066		Q60576067						
Q24238863	Q60585857		Q60576063						
Q24238863	Q60585908		Q60576148						
Q24238933	Q60585857		Q60576254						
Q24238933	Q60585811		Q60576254						
Q24238933	Q60585962		Q60576254						
Q24238933	Q60585766		Q60576254						
Q24238933	Q60585908		Q60576254						
Q24238935	Q60585670		Q60576015						
Q24238935	Q60585908		Q60576015						
Q24238943	Q60585857		Q60576105						
Q24238943	Q60585908		Q60576105						
Q24238944	Q60585670		Q60576028						
Q24238944	Q60585962		Q60576028						
Q24238945	Q60585766		Q60576176						
Q24238945	Q60585908		Q60576176						
Q24239036	Q60586066		Q60576092						
Q24239036	Q60586104		Q60576092						
Q24239036	Q60586150		Q60576092						
Q24239036	Q60586151		Q60576092						
Q24239036	Q60586145		Q60576092						
Q24239036	Q60586149		Q60576092						
Q24239036	Q60585857		Q60578262						
Q24248815	Q60585766		Q60576024						
Q24248815	Q60585727		Q60576024						
Q24248815	Q60586066		Q60576024						
Q24248821	Q60585685		Q60576091						
Q24248821	Q60585908		Q60576091						
Q24248896	Q60585857		Q60576170						
Q24248896	Q60586012		Q60576170						
Q24248896	Q60586066		Q60576170						
Q24249624	Q60585857		Q60576134						
Q24249664	Q60585668		Q60576054						
Q24249667	Q60585727		Q60578275						
Q24254651	Q60585857		Q60576038						
Q24254741	Q60585632		Q60578265						
Q24254783	Q60585766		Q60576085						
Q24254827	Q60585811		Q60578275						
Q24254940	Q60585632		Q60578265						
Q24260433	Q60585857		Q60576086						
Q24260433	Q60585962		Q60576128						
Q24260433	Q60586012		Q60576269						
Q24260435	Q60585766		Q60576158						
Q24260435	Q60585857		Q60576158						
Q24260435	Q60585908		Q60576158						
Q24260435	Q60585962		Q60576247						
Q2426444	Q60585811		Q60576147						
Q2426444	Q60585668		Q60576147						
Q2426444	Q60585670		Q60576147						
Q2426444	Q60585908		Q60578263						
Q24266466	Q60585685		Q60576020						
Q24266466	Q60585766		Q60576020						
Q24266466	Q60585727		Q60576101						
Q24266466	Q60585670		Q60576200						
Q24266500	Q60585962		Q60576064						
Q24266500	Q60585661		Q60576194						
Q24266500	Q60585664		Q60576194						
Q24266500	Q60585668		Q60576194						
Q24266500	Q60585670		Q60576194						
Q2427466	Q60585665		Q60576181						
Q24566696	Q60585668		Q60576213						
Q24566708	Q60585766		Q60576130						
Q24566717	Q60585685		Q60576121						
Q24566717	Q60585727		Q60576121						
Q24566717	Q60585857		Q60576121						
Q24566717	Q60585811		Q60576121						
Q24566717	Q60585962		Q60576121						
Q24566717	Q60586066		Q60576121						
Q24566719	Q60585664		Q60576077						
Q24566719	Q60585665		Q60576077						
Q24566719	Q60585670		Q60576077						
Q24566719	Q60585727		Q60576077						
Q24566719	Q60585811		Q60576077						
Q24567361	Q60585685		Q60576025						
Q24567361	Q60585962		Q60576102						
Q24567368	Q60585685		Q60576184						
Q24567370	Q60585727		Q60576056						
Q24567370	Q60585908		Q60576087						
Q24567377	Q60585857		Q60576102						
Q24567377	Q60585908		Q60576102						
Q24567474	Q60585766		Q60576194						
Q24567475	Q60585685		Q60576135						
Q24567476	Q60576925		Q60576053						
Q24567476	Q60585632		Q60576117						
Q24567478	Q60585670		Q60576056						
Q24567479	Q60585685		Q60576134						
Q24568420	Q60585670		Q60576169						
Q24568420	Q60585908		Q60595467						
Q24568423	Q60585685		Q60576085						
Q24568423	Q60585668		Q60576145						
Q24568423	Q60585962		Q60576185						
Q2461165	Q60585766		Q60576080						
Q24963214	Q60585652		Q60576194						
Q24963214	Q60585656		Q60576194						
Q24963214	Q60585654		Q60576194						
Q24963283	Q60585654		Q60576015						
Q24963287	Q60585668		Q60576015						
Q25171793	Q60585857		Q60576123						
Q25171793	Q60585811		Q60576194						
Q25171795	Q60585857		Q60576123						
Q25171995	Q60585654		Q60576015						
Q25171997	Q60585665		Q60576015						
Q25171997	Q60585668		Q60576015						
Q25172000	Q60585670		Q60576015						
Q25184171	Q60585857		Q60576101						
Q25184171	Q60585670		Q60576101						
Q25184171	Q60586012		Q60576156						
Q25184171	Q60585685		Q60576200						
Q25184171	Q60585908		Q60576247						
Q2553789	Q60585766		Q60576217						
Q2553789	Q60585668		Q60576217						
Q2553789	Q60585727		Q60576217						
Q2553789	Q60585811		Q60576217						
Q25559002	Q60585665		Q60576205						
Q25559002	Q60585668		Q60576205						
Q26203908	Q60585668		Q60576141						
Q26203908	Q60585685		Q60576141						
Q26203914	Q60585665		Q60576130						
Q26203958	Q60585727		Q60576091						
Q26213039	Q60585908		Q60576217						
Q26213039	Q60585685		Q60578259						
Q26213039	Q60585811		Q60578259						
Q26213040	Q60585685		Q60576198						
Q26213040	Q60585766		Q60576198						
Q26213040	Q60585727		Q60576198						
Q26213041	Q60585670		Q60576098						
Q26213042	Q60585665		Q60576075						
Q26213042	Q60585668		Q60576075						
Q26213042	Q60585766		Q60576075						
Q26213042	Q60585727		Q60576075						
Q26213043	Q60585685		Q60576018						
Q26213043	Q60585766		Q60576018						
Q26213043	Q60585908		Q60576018						
Q26213044	Q60585727		Q60576071						
Q26213045	Q60585664		Q60576128						
Q26213046	Q60585668		Q60578270						
Q26213047	Q60585727		Q60576211						
Q26213047	Q60585857		Q60576211						
Q26220701	Q60585685		Q60576098						
Q26220701	Q60585811		Q60576098						
Q26220701	Q60585908		Q60576098						
Q26220701	Q60585727		Q60576098						
Q26220701	Q60585857		Q60576098						
Q26220701	Q60585670		Q60576098						
Q26222347	Q60585685		Q60576015						
Q26222347	Q60585766		Q60576317						
Q26222347	Q60585857		Q60576317						
Q26222347	Q60585811		Q60595446						
Q26222348	Q60585685		Q60576015						
Q26222352	Q60585811		Q60576015						
Q26234606	Q60585661		Q60576061						
Q26234606	Q60585654		Q60576061						
Q26262874	Q60585685		Q60576201						
Q26265582	Q60585727		Q60576203						
Q26265583	Q60585661		Q60576134						
Q26265584	Q60585668		Q60576064						
Q26265584	Q60585670		Q60576064						
Q26265612	Q60585685		Q60576237						
Q26265612	Q60585727		Q60576237						
Q26265612	Q60585668		Q60576237						
Q26265612	Q60585766		Q60576237						
Q26265612	Q60585811		Q60576237						
Q26265613	Q60585632		Q60576143						
Q26265614	Q60585811		Q60576038						
Q26424665	Q60585668		Q60576238						
Q26424665	Q60585727		Q60576238						
Q26424665	Q60585811		Q60576238						
Q26424668	Q60585908		Q60578270						
Q26424668	Q60585857		Q60578270						
Q26424671	Q60585668		Q60576119						
Q26424674	Q60585670		Q60576083						
Q26424674	Q60585857		Q60576083						
Q26424674	Q60585962		Q60576083						
Q26424677	Q60585654		Q60576083						
Q26424683	Q60585727		Q60576020						
Q26424686	Q60585766		Q60576068						
Q26452350	Q60585632		Q60578259						
Q26455537	Q60585665		Q60578273						
Q2649045	Q60585661		Q60576054						
Q2649045	Q60585654		Q60576054						
Q26772642	Q60585685		Q60576209						
Q26772642	Q60585727		Q60576209						
Q26774340	Q60585665		Q60578265						
Q26774340	Q60585661		Q60578265						
Q26774340	Q60585654		Q60578265						
Q26790645	Q60585668		Q60576049						
Q26790649	Q60585811		Q60578269						
Q26790694	Q60585670		Q60576160						
Q26790694	Q60585766		Q60576160						
Q26790700	Q60585635		Q60576154						
Q26790700	Q60585646		Q60576154						
Q26790705	Q60585857		Q60576154						
Q26790709	Q60585857		Q60576096						
Q26790709	Q60585811		Q60576096						
Q26790709	Q60585668		Q60576096						
Q26790709	Q60585766		Q60576096						
Q26869216	Q60585654		Q60576101						
Q26898991	Q60585654		Q60576195						
Q26898993	Q60585654		Q60576195						
Q2701365	Q60585766		Q60578274						
Q27825506	Q60585727		Q60576015						
Q27825507	Q60585685		Q60576055						
Q27825561	Q60585685		Q60576157						
Q27825565	Q60585670		Q60576086						
Q27825571	Q60585670		Q60576015						
Q27825571	Q60586012		Q60576015						
Q27825577	Q60585811		Q60576015						
Q27825577	Q60585766		Q60576015						
Q27825577	Q60585727		Q60576015						
Q27826936	Q60585664		Q60576025						
Q27826936	Q60585665		Q60576130						
Q27827035	Q60585668		Q60576244						
Q27827488	Q60585811		Q60576018						
Q27827508	Q60585661		Q60578262						
Q27827543	Q60585766		Q60576168						
Q27827594	Q60585685		Q60576208						
Q27827594	Q60585727		Q60576208						
Q27841687	Q60586012		Q60576113						
Q27841687	Q60586066		Q60576113						
Q27841687	Q60585857		Q60576169						
Q27841687	Q60585908		Q60576169						
Q27854174	Q60585857		Q60576015						
Q27881386	Q60585670		Q60576024						
Q27881386	Q60585668		Q60576024						
Q27894759	Q60585670		Q60578264						
Q27958873	Q60585652		Q60578262						
Q27958873	Q60585654		Q60578262						
Q28061622	Q60585908		Q60576052						
Q28061622	Q60585668		Q60595446						
Q28061624	Q60585685		Q60576017						
Q28061624	Q60585908		Q60576017						
Q28061624	Q60585727		Q60576017						
Q28061625	Q60585857		Q60576198						
Q28061625	Q60585962		Q60576198						
Q28061625	Q60586012		Q60576239						
Q28061626	Q60585908		Q60576203						
Q28061626	Q60585727		Q60576203						
Q28061627	Q60585766		Q60576145						
Q28061627	Q60585685		Q60576145						
Q28061627	Q60585811		Q60576145						
Q28061627	Q60585908		Q60576145						
Q28061627	Q60585727		Q60576145						
Q28061627	Q60585857		Q60576145						
Q28061627	Q60585670		Q60576145						
Q28061627	Q60585962		Q60576145						
Q28061678	Q60585665		Q60576203						
Q28061678	Q60585685		Q60576203						
Q28061679	Q60585664		Q60576202						
Q28061680	Q60585665		Q60576069						
Q28061680	Q60585668		Q60576069						
Q28061680	Q60585664		Q60576118						
Q28061683	Q60585664		Q60576228						
Q28061683	Q60585665		Q60576228						
Q28061683	Q60585668		Q60576228						
Q28061683	Q60585857		Q60576228						
Q28061684	Q60585668		Q60576203						
Q28062034	Q60585811		Q60576039						
Q28065012	Q60585632		Q60578259						
Q28083278	Q60585668		Q60576056						
Q28083280	Q60585685		Q60595446						
Q28083280	Q60585766		Q60595446						
Q28083280	Q60585670		Q60595446						
Q28083280	Q60585727		Q60595446						
Q28083282	Q60585670		Q60576049						
Q28083282	Q60585685		Q60576054						
Q28083282	Q60585766		Q60576054						
Q28083282	Q60585811		Q60576054						
Q28083285	Q60585670		Q60576197						
Q28083291	Q60585685		Q60576102						
Q28083291	Q60585665		Q60576102						
Q28083291	Q60585668		Q60576102						
Q28083294	Q60585656		Q60576134						
Q28083294	Q60585654		Q60576134						
Q28083297	Q60585857		Q60576144						
Q28083299	Q60585766		Q60576102						
Q28083304	Q60585766		Q60576087						
Q28083304	Q60585857		Q60576087						
Q28083307	Q60585668		Q60595452						
Q28083567	Q60585766		Q60576191						
Q28083581	Q60585635		Q60576113						
Q28083581	Q60585646		Q60576113						
Q28083592	Q60585654		Q60576038						
Q28083596	Q60585668		Q60576174						
Q28091650	Q60585668		Q60576315						
Q28091658	Q60585962		Q60576212						
Q28091658	Q60585857		Q60576213						
Q28091660	Q60585766		Q60576162						
Q28091660	Q60585685		Q60576162						
Q28091660	Q60585670		Q60576162						
Q28091660	Q60585857		Q60576162						
Q28091660	Q60585908		Q60576162						
Q28091660	Q60585727		Q60576162						
Q28091660	Q60585962		Q60576162						
Q28091660	Q60585811		Q60576162						
Q28091661	Q60585962		Q60576149						
Q28091661	Q60585857		Q60576247						
Q28091663	Q60585908		Q60576143						
Q28091663	Q60585857		Q60576143						
Q28091666	Q60585908		Q60576024						
Q28091666	Q60585811		Q60576025						
Q28091666	Q60585766		Q60576181						
Q28091667	Q60585766		Q60576221						
Q28091667	Q60585908		Q60576221						
Q28091671	Q60585664		Q60576139						
Q28091673	Q60585665		Q60576212						
Q28091674	Q60585685		Q60576024						
Q28091674	Q60585670		Q60576024						
Q28091674	Q60585857		Q60576024						
Q28091674	Q60585908		Q60576024						
Q28091676	Q60585664		Q60576061						
Q28091676	Q60585654		Q60576061						
Q28091678	Q60585685		Q60576217						
Q28091679	Q60585670		Q60576046						
Q28091679	Q60585962		Q60576046						
Q28091679	Q60585908		Q60576046						
Q28091681	Q60585811		Q60576082						
Q28091681	Q60585727		Q60576082						
Q28091681	Q60586012		Q60576184						
Q28091681	Q60585670		Q60578270						
Q28091682	Q60585654		Q60576045						
Q28092025	Q60585670		Q60595439						
Q28092025	Q60586012		Q60595439						
Q28124144	Q60585685		Q60576149						
Q28124144	Q60585908		Q60576149						
Q28130216	Q60585668		Q60576152						
Q28130216	Q60585908		Q60576152						
Q28130332	Q60585668		Q60576154						
Q28130339	Q60585857		Q60576169						
Q28130343	Q60585668		Q60576247						
Q28130349	Q60585685		Q60576148						
Q28131667	Q60585766		Q60576149						
Q28131714	Q60585727		Q60576149						
Q28137191	Q60585857		Q60576149						
Q28150581	Q60585665		Q60576065						
Q28150583	Q60585665		Q60576075						
Q28150583	Q60585668		Q60576075						
Q28150586	Q60585857		Q60576087						
Q28150586	Q60585727		Q60576087						
Q28150589	Q60585670		Q60576061						
Q28150592	Q60585661		Q60576135						
Q28150597	Q60585685		Q60576127						
Q28150602	Q60585668		Q60576098						
Q28150602	Q60585685		Q60576147						
Q28150602	Q60585670		Q60576147						
Q28150605	Q60585646		Q60576046						
Q28151893	Q60585811		Q60576149						
Q28154887	Q60585766		Q60576049						
Q28155086	Q60585685		Q60578251						
Q28155086	Q60585668		Q60578251						
Q28155087	Q60585665		Q60578274						
Q28155091	Q60586066		Q60576086						
Q28155091	Q60585857		Q60576191						
Q28155091	Q60586012		Q60576200						
Q28155091	Q60585908		Q60576240						
Q28155091	Q60585811		Q60578264						
Q28175855	Q60585857		Q60576181						
Q28175864	Q60585661		Q60576074						
Q28175864	Q60585665		Q60576074						
Q28175873	Q60585811		Q60576197						
Q28202964	Q60585661		Q60576075						
Q28321621	Q60585654		Q60576055						
Q28321631	Q60585665		Q60576082						
Q28321635	Q60585811		Q60576152						
Q28321635	Q60585857		Q60576152						
Q28321635	Q60585670		Q60576152						
Q28321676	Q60585654		Q60576054						
Q28321740	Q60585670		Q60576051						
Q28322177	Q60585661		Q56189354						
Q28322689	Q60585685		Q60576245						
Q28322713	Q60585811		Q60576092						
Q28322735	Q60585727		Q60576318						
Q28322735	Q60585908		Q60576318						
Q28322735	Q60585857		Q60576318						
Q28322876	Q60585665		Q60576149						
Q28322903	Q60585685		Q60576102						
Q28514351	Q60585654		Q60576122						
Q28534095	Q60585654		Q60576059						
Q28796980	Q60585811		Q60576102						
Q28796981	Q60585766		Q60576143						
Q28796985	Q60585670		Q60576162						
Q28799914	Q60585661		Q60576052						
Q28802382	Q60585857		Q60576030						
Q28802554	Q60585661		Q60576068						
Q28802554	Q60585668		Q60576068						
Q28802555	Q60585766		Q60576095						
Q28802557	Q60585766		Q60576183						
Q28802557	Q60585685		Q60576183						
Q28822941	Q60585908		Q60576139						
Q28822941	Q60585668		Q60578275						
Q28920965	Q60585665		Q60576059						
Q28920965	Q60585766		Q60576059						
Q28920965	Q60585670		Q60576059						
Q28920965	Q60585727		Q60576059						
Q28920965	Q60585668		Q60576059						
Q28920965	Q60585962		Q60576059						
Q28920967	Q60585664		Q60576051						
Q28920967	Q60585665		Q60576051						
Q28920967	Q60585668		Q60576051						
Q28920967	Q60585962		Q60576051						
Q28920967	Q60585908		Q60576085						
Q28955557	Q60585766		Q60576017						
Q28957316	Q60585685		Q60576059						
Q28957333	Q60585661		Q60576059						
Q29029634	Q60585664		Q60576208						
Q29029634	Q60585665		Q60595439						
Q29029634	Q60585668		Q60595439						
Q29029638	Q60585661		Q60576065						
Q29029638	Q60585664		Q60576065						
Q29029638	Q60585654		Q60576065						
Q29029642	Q60585654		Q60576139						
Q29055121	Q60585857		Q60576100						
Q29323311	Q60585727		Q60576019						
Q29323311	Q60585668		Q60576093						
Q29323311	Q60585857		Q60576160						
Q29367508	Q60585654		Q60576093						
Q294435	Q60585656		Q60576062						
Q294435	Q60585654		Q60576095						
Q29572067	Q60585665		Q60576214						
Q29582636	Q60585665		Q60576217						
Q29886706	Q60585652		Q60576194						
Q29886706	Q60585656		Q60576194						
Q29886706	Q60585654		Q60576194						
Q29951764	Q60585668		Q60578256						
Q29951767	Q60585654		Q60578259						
Q29951768	Q60585656		Q60576176						
Q29951768	Q60585654		Q60576176						
Q29951771	Q60585685		Q60576056						
Q29951771	Q60585670		Q60576056						
Q29951771	Q60585727		Q60576056						
Q29951771	Q60585811		Q60576087						
Q29951774	Q60585857		Q60578259						
Q29951776	Q60585766		Q60576244						
Q29951776	Q60585811		Q60576244						
Q29951776	Q60585857		Q60576244						
Q29951776	Q60585962		Q60576244						
Q3009522	Q60585668		Q60576033						
Q30312809	Q60585908		Q60576083						
Q30312809	Q60585857		Q60576083						
Q30312809	Q60585670		Q60576083						
Q30319027	Q60585685		Q60576238						
Q30319027	Q60585670		Q60576238						
Q30319027	Q60585766		Q60576238						
Q30319027	Q60585668		Q60576238						
Q30319027	Q60585727		Q60576238						
Q3048681	Q60585857		Q60576060						
Q3048681	Q60585908		Q60576060						
Q3048681	Q60585766		Q60576253						
Q30603488	Q60585654		Q60576093						
Q3101464	Q60585654		Q60576051						
Q314325	Q60585664		Q60576062						
Q318017	Q60585668		Q60576039						
Q318017	Q60585670		Q60576039						
Q318017	Q60585908		Q60576039						
Q32778870	Q60585857		Q60576148						
Q32778870	Q60585727		Q60576148						
Q32778870	Q60585766		Q60576184						
Q333528	Q60585857		Q60576098						
Q333528	Q60585908		Q60576098						
Q333870	Q60585668		Q60576020						
Q333870	Q60585908		Q60576168						
Q333870	Q60585665		Q60578264						
Q333870	Q60586012		Q60578269						
Q333870	Q60586104		Q60578269						
Q333870	Q60585962		Q60578269						
Q333870	Q60586066		Q60578269						
Q333870	Q60586150		Q60578269						
Q333870	Q60586149		Q60578269						
Q333870	Q60586145		Q60578269						
Q337443	Q60585857		Q60576189						
Q337443	Q60585962		Q60576195						
Q337443	Q60586012		Q60578265						
Q337443	Q60586066		Q60578265						
Q3401718	Q60585766		Q60576082						
Q3401718	Q60585685		Q60576092						
Q3401718	Q60585668		Q60576225						
Q3431263	Q60585668		Q60595446						
Q347125	Q60585654		Q60576062						
Q347125	Q60585664		Q60576071						
Q3525572	Q60586012		Q60576072						
Q3525572	Q60586066		Q60576072						
Q3525572	Q60585668		Q60576133						
Q3525572	Q60585685		Q60576239						
Q3525572	Q60585908		Q60595446						
Q354309	Q60585670		Q60576053						
Q354309	Q60585908		Q60576053						
Q354309	Q60585811		Q60576053						
Q354309	Q60585962		Q60576054						
Q354309	Q60585668		Q60576143						
Q3568571	Q60585766		Q60578259						
Q3601360	Q60585668		Q60576135						
Q380513	Q60585665		Q60576069						
Q3809556	Q60585857		Q60576108						
Q3809556	Q60586012		Q60576136						
Q3809556	Q60586066		Q60576136						
Q3888459	Q60585654		Q60576088						
Q3888459	Q60585668		Q60578263						
Q39045481	Q60585811		Q60576122						
Q39045481	Q60585766		Q60576122						
Q39045481	Q60585685		Q60576139						
Q39045481	Q60585668		Q60576139						
Q39046248	Q60585727		Q60576148						
Q39078657	Q60585654		Q60576148						
Q39078660	Q60585766		Q60576063						
Q39078660	Q60585654		Q60576148						
Q39078662	Q60585766		Q60576148						
Q39078662	Q60585685		Q60576148						
Q39078674	Q60585766		Q60576148						
Q39078676	Q60585811		Q60576148						
Q39807246	Q60585727		Q60576051						
Q39807246	Q60585668		Q60576181						
Q3990712	Q60585670		Q60576039						
Q4020158	Q60585668		Q60576177						
Q40215183	Q60585665		Q56189354						
Q40215198	Q60585811		Q60576161						
Q40215198	Q60585766		Q60576169						
Q40215213	Q60585727		Q60576063						
Q40215225	Q60585670		Q60595446						
Q40215240	Q60585664		Q60595439						
Q40215240	Q60585668		Q60595439						
Q40215372	Q60585652		Q60576154						
Q40215372	Q60585664		Q60576154						
Q40215372	Q60585665		Q60576154						
Q40215372	Q60585654		Q60576154						
Q40215397	Q60585811		Q60576092						
Q40215407	Q60585670		Q60576239						
Q40215419	Q60585654		Q60576184						
Q40215431	Q60585632		Q60576087						
Q40746035	Q60585811		Q60576024						
Q41635963	Q60585664		Q60576194						
Q42297643	Q60585665		Q60576194						
Q42297643	Q60585661		Q60576194						
Q42297643	Q60585685		Q60576194						
Q42297643	Q60585670		Q60576194						
Q42304339	Q60585665		Q60576184						
Q42304363	Q60585670		Q60576020						
Q42304363	Q60585668		Q60576184						
Q42852590	Q60585654		Q60576191						
Q42887164	Q60585665		Q60576194						
Q42887170	Q60585727		Q60576230						
Q4545141	Q60585635		Q60576181						
Q4555687	Q60585665		Q60576189						
Q4679532	Q60585652		Q60576058						
Q4679532	Q60585664		Q60576058						
Q4679532	Q60585656		Q60576058						
Q4679532	Q60585654		Q60576058						
Q4708992	Q60585857		Q60576093						
Q4719563	Q60585766		Q60576150						
Q4719563	Q60585670		Q60576150						
Q4720163	Q60585670		Q60576159						
Q4720163	Q60585727		Q60576159						
Q4741768	Q60585665		Q60576052						
Q4741768	Q60585670		Q60576052						
Q4741768	Q60585668		Q60576052						
Q4741768	Q60585908		Q60576075						
Q4741768	Q60585962		Q60576075						
Q4741768	Q60585857		Q60576075						
Q4741820	Q60585652		Q60576113						
Q4756304	Q60585908		Q60576121						
Q4756304	Q60585665		Q60576133						
Q4756304	Q60585811		Q60576133						
Q4756304	Q60585685		Q60576188						
Q4756304	Q60585668		Q60578264						
Q4756677	Q60585908		Q60576043						
Q4756677	Q60585811		Q60576043						
Q4756843	Q60585670		Q60578269						
Q4758954	Q60585654		Q60578256						
Q4772042	Q60585654		Q60576084						
Q4772042	Q60585656		Q60576084						
Q4772139	Q60585668		Q60576142						
Q4772160	Q60585727		Q60576034						
Q4772160	Q60585665		Q60576122						
Q4772160	Q60585668		Q60576122						
Q4772160	Q60585685		Q60576243						
Q4772160	Q60585670		Q60576243						
Q4772163	Q60585664		Q60576034						
Q4772163	Q60585665		Q60576034						
Q4772163	Q60585661		Q60576034						
Q4772163	Q60585668		Q60576034						
Q4772165	Q60585668		Q60576079						
Q4772165	Q60585727		Q60576094						
Q4772165	Q60585665		Q60576158						
Q4772165	Q60585766		Q60576169						
Q4772165	Q60585685		Q60576317						
Q4772165	Q60585670		Q60576317						
Q4772299	Q60585908		Q60576072						
Q4772299	Q60585962		Q60576072						
Q4772299	Q60585668		Q60576114						
Q4772769	Q60585857		Q60576142						
Q4772769	Q60585685		Q60578264						
Q4772887	Q60585661		Q60576063						
Q4772887	Q60585664		Q60576063						
Q4772887	Q60585665		Q60576063						
Q4772887	Q60585668		Q60576063						
Q4772887	Q60585811		Q60576063						
Q4772887	Q60585670		Q60576063						
Q4773113	Q60585661		Q60576050						
Q4773113	Q60585664		Q60576050						
Q4773349	Q60585811		Q60576248						
Q4773349	Q60585766		Q60576250						
Q4773584	Q60585908		Q60576050						
Q4773584	Q60585857		Q60576193						
Q4773725	Q60585661		Q60576033						
Q4773725	Q60585664		Q60576033						
Q4773725	Q60585654		Q60576033						
Q4773725	Q60585668		Q60576033						
Q4773725	Q60585665		Q60578264						
Q4792599	Q60585668		Q60578259						
Q4797800	Q60585766		Q60576082						
Q4798223	Q60585811		Q60576085						
Q4798223	Q60585962		Q60576110						
Q4798223	Q60585668		Q60576127						
Q4798223	Q60585908		Q60576181						
Q4800007	Q60585766		Q60576063						
Q4800007	Q60585811		Q60576116						
Q4800007	Q60585908		Q60576248						
Q4821216	Q60585661		Q60576150						
Q4821216	Q60585668		Q60576150						
Q4865286	Q60585668		Q60576127						
Q48967621	Q60585670		Q60576240						
Q48967621	Q60585685		Q60576245						
Q4964987	Q60585632		Q60576046						
Q504016	Q60585661		Q60578257						
Q5075747	Q60585668		Q60578274						
Q5075871	Q60585664		Q60576111						
Q5096614	Q60585668		Q60576025						
Q5096614	Q60585685		Q60576189						
Q5112197	Q60585727		Q60576070						
Q5112515	Q60585654		Q60576317						
Q5112559	Q60585665		Q60576149						
Q5112559	Q60585668		Q60576149						
Q5112559	Q60585685		Q60576149						
Q5112559	Q60585766		Q60576149						
Q5112559	Q60585857		Q60576149						
Q5112559	Q60585727		Q60576149						
Q5112900	Q60585661		Q60576034						
Q5112900	Q60585668		Q60576034						
Q5113162	Q60585670		Q60578271						
Q5113186	Q60585857		Q60576186						
Q5113249	Q60585685		Q60576130						
Q5113249	Q60585668		Q60576246						
Q5113249	Q60585908		Q60595458						
Q5113464	Q60585685		Q60576037						
Q5113464	Q60585857		Q60576037						
Q5113464	Q60585811		Q60576037						
Q5113464	Q60585766		Q60576037						
Q5113464	Q60585727		Q60576037						
Q5113464	Q60586012		Q60576082						
Q5113464	Q60585962		Q60576117						
Q512521	Q60585664		Q60578256						
Q512521	Q60585665		Q60578256						
Q512521	Q60585661		Q60578256						
Q512521	Q60585654		Q60578256						
Q5131287	Q60585635		Q60576017						
Q5131287	Q60585646		Q60576017						
Q5131330	Q60585685		Q56189354						
Q5131330	Q60585727		Q60576088						
Q5131330	Q60585766		Q60576201						
Q5131330	Q60585857		Q60576315						
